Source,Target,Type,Id,Label,timeset,Weight
264,11142,Undirected,12913,,,1
264,9768,Undirected,12910,,,1
264,8621,Undirected,12906,,,1
264,5145,Undirected,12900,,,1
4015,5145,Undirected,21923,,,1
4013,5145,Undirected,21917,,,1
3406,5145,Undirected,20361,,,1
2634,5145,Undirected,18391,,,1
1360,5145,Undirected,15461,,,1
4594,8621,Undirected,23579,,,1
4478,8621,Undirected,23268,,,1
4349,8621,Undirected,22937,,,1
4044,8621,Undirected,22095,,,1
4015,8621,Undirected,21937,,,1
3388,8621,Undirected,20273,,,1
3230,8621,Undirected,19918,,,1
3170,8621,Undirected,19768,,,1
3029,8621,Undirected,19392,,,1
2634,8621,Undirected,18400,,,1
1132,8621,Undirected,15005,,,1
4349,9768,Undirected,22942,,,1
4015,9768,Undirected,21947,,,1
3170,9768,Undirected,19779,,,1
3029,9768,Undirected,19397,,,1
2634,9768,Undirected,18408,,,1
4349,11142,Undirected,22947,,,1
4153,11142,Undirected,22364,,,1
4015,11142,Undirected,21954,,,1
3170,11142,Undirected,19791,,,1
3029,11142,Undirected,19403,,,1
2634,11142,Undirected,18415,,,1
2114,11142,Undirected,17103,,,1
1815,11142,Undirected,16466,,,1
1526,11142,Undirected,15821,,,1
4832,11331,Undirected,24196,,,1
4826,11331,Undirected,24179,,,1
4594,11331,Undirected,23600,,,1
4492,11331,Undirected,23315,,,1
4364,11331,Undirected,23037,,,1
4349,11331,Undirected,22949,,,1
4272,11331,Undirected,22760,,,1
4015,11331,Undirected,21956,,,1
3762,11331,Undirected,21258,,,1
3230,11331,Undirected,19925,,,1
3170,11331,Undirected,19793,,,1
3029,11331,Undirected,19404,,,1
2634,11331,Undirected,18417,,,1
971,12906,Undirected,24541,,,1
4963,12906,Undirected,24438,,,1
4498,12906,Undirected,23368,,,1
4378,12906,Undirected,23079,,,1
4283,12906,Undirected,22801,,,1
4017,12906,Undirected,22011,,,1
4016,12906,Undirected,21983,,,1
4015,12906,Undirected,21970,,,1
3805,12906,Undirected,21408,,,1
3765,12906,Undirected,21288,,,1
3624,12906,Undirected,20924,,,1
3406,12906,Undirected,20416,,,1
3389,12906,Undirected,20317,,,1
3170,12906,Undirected,19804,,,1
3148,12906,Undirected,19717,,,1
3114,12906,Undirected,19646,,,1
3078,12906,Undirected,19556,,,1
2634,12906,Undirected,18422,,,1
2633,12906,Undirected,18387,,,1
2590,12906,Undirected,18244,,,1
2472,12906,Undirected,17944,,,1
2144,12906,Undirected,17191,,,1
2114,12906,Undirected,17116,,,1
971,12906,Undirected,14594,,,1
758,12906,Undirected,14067,,,1
4185,9480,Undirected,22466,,,1
3762,9480,Undirected,21255,,,1
3230,9480,Undirected,19921,,,1
969,9480,Undirected,14530,,,1
408,12561,Undirected,13283,,,1
408,12119,Undirected,13282,,,1
408,12101,Undirected,13281,,,1
408,11986,Undirected,13280,,,1
408,11966,Undirected,13279,,,1
408,9585,Undirected,13276,,,1
408,9216,Undirected,13275,,,1
408,5741,Undirected,13272,,,1
4981,5741,Undirected,24477,,,1
4498,5741,Undirected,23327,,,1
4371,5741,Undirected,23054,,,1
4349,5741,Undirected,22930,,,1
4262,5741,Undirected,22682,,,1
4017,5741,Undirected,21988,,,1
4016,5741,Undirected,21974,,,1
4015,5741,Undirected,21925,,,1
3805,5741,Undirected,21378,,,1
3765,5741,Undirected,21268,,,1
3628,5741,Undirected,20972,,,1
3624,5741,Undirected,20881,,,1
3389,5741,Undirected,20286,,,1
3170,5741,Undirected,19757,,,1
3148,5741,Undirected,19713,,,1
3114,5741,Undirected,19624,,,1
3078,5741,Undirected,19517,,,1
2634,5741,Undirected,18392,,,1
2633,5741,Undirected,18353,,,1
2590,5741,Undirected,18221,,,1
2114,5741,Undirected,17072,,,1
1360,5741,Undirected,15462,,,1
971,5741,Undirected,14543,,,1
758,5741,Undirected,14021,,,1
4371,9216,Undirected,23059,,,1
4015,9216,Undirected,21940,,,1
3389,9216,Undirected,20296,,,1
