OrgFrstDriver,DesFrstDriver
1433439,1464465
861689,1330255
799061,79155
1291485,1336768
765187,222340
814879,183463
817894,451213
1244135,347313
539924,746354
1282048,1373841
88801,1329765
550088,1454915
798085,1462643
207615,1309907
548181,571412
884678,511065
774750,142835
869022,90591
384815,379481
1391917,1263250
239964,233432
1498336,1428021
1410143,258459
1238852,1247787
1230227,566673
1365279,352325
474627,462932
555269,836963
208418,1316156
620065,876947
1255992,262115
312854,1357298
1414064,675963
1267431,568271
74466,731465
799546,624102
854984,1473731
555550,1489428
1400061,57206
6205,697368
402385,402382
45677,1417289
168635,1316841
1267830,1250918
359744,1275035
1368477,1335108
123149,1405990
1441734,1459573
867638,548562
17963,485305
317104,1431860
175485,696967
1240591,1070298
1238421,865758
717375,769346
101501,1502604
1488213,271301
545193,1317252
791247,1333033
1370948,887818
680029,661884
1283450,771011
1233390,866264
1354317,776134
153038,1284698
245138,1450214
787342,307303
1483265,1478015
863979,903506
1350588,138020
1371055,182436
1283029,88811
535560,801957
685107,1230313
17274,1469556
779919,446327
945726,818058
886356,395018
483222,481319
539315,645872
317072,1390159
481001,474184
1469934,1236559
1481507,1239715
126585,1309764
1373346,428479
586710,1384296
727145,739353
1420016,1423403
1271326,1482630
766706,76176
172750,905945
540884,1269637
1374652,196022
1306170,1247983
1238318,1501984
1344929,1233497
1349283,1414196
970533,276971
789516,783576
861354,398688
1465771,1384811
1292637,558014
1471824,820771
366520,698636
898832,62017
295046,908164
871223,1413758
879052,1279325
756011,707915
874799,253463
799893,21104
54488,1407835
640123,624578
806060,768710
323269,308267
454642,452159
502479,503711
38747,1455911
806349,412163
88703,673012
790464,173149
1454022,1338367
619076,593948
825496,403587
57677,55464
351977,1266820
862000,700762
120656,1413425
1491619,870523
29826,1429793
97175,111723
533654,540659
537008,527697
1397602,136766
1403240,1499134
821687,259926
326504,1313893
1350042,100874
1244777,398497
191460,1491876
598538,1398173
364424,874109
97069,85662
1449251,456240
1252205,1390064
1435379,369303
142092,1260768
862459,216485
783012,57017
1466478,290218
310784,322220
345009,324677
761318,491257
467935,466892
511166,1357629
256428,1273767
25542,581624
360998,1244949
56482,57638
864300,1303471
1363906,392723
612867,787684
488463,885940
660216,284003
1396974,374759
864241,428646
1261059,341786
1326556,493770
1467027,1249851
404503,1251040
1411849,783711
1237813,869447
389670,384993
640671,1240459
1381871,407875
57857,51034
1348539,1427532
1276073,1251637
433401,755357
1330874,690298
683431,750829
1367691,635116
394722,1258998
143622,1244838
245267,1403235
1472988,1307656
366502,361386
458826,1469996
226123,1383169
311757,314121
309585,289626
546806,542655
71430,65364
1378392,251917
24459,28950
1310546,1319565
610107,623074
885940,243058
1441504,651527
1270535,1307193
808129,252
1402727,393396
170483,67938
150407,600733
609213,1500568
819925,39408
210549,210620
108882,100075
1497291,867735
105251,776134
1387780,368376
851417,1395317
1416873,221819
369211,580875
715485,802101
797760,688949
1324457,795415
1324852,48409
235535,1324019
1375501,1391547
512174,423948
446589,450650
412759,37192
1324620,914076
345442,345445
102665,102664
1496642,1296433
626499,1499748
679321,1480560
1483661,1240854
1256440,672890
82314,92734
43675,821399
607278,623385
227076,242058
275948,645002
1229493,196499
1250709,849237
783118,790015
816668,1321792
574295,1348073
1338988,165616
562716,853914
862385,736638
908318,736160
448030,456733
312391,336828
330368,449136
1422074,607605
222867,221734
772983,906626
1480816,643939
668137,170025
18851,1374794
156303,716896
24060,884306
111198,855776
18182,25465
1345838,623281
1361585,374759
596130,1388354
1244692,424403
415076,393436
1452050,12427
420605,1419392
482905,886583
163817,604640
119797,1437434
560155,572423
1207795,1414585
550810,542311
1318417,668249
759369,759372
123683,103724
104521,788632
1319835,618779
645100,658481
795769,752891
1443179,400164
135348,679925
508693,493335
769345,744221
267449,286620
37801,1374585
146143,1290328
1268934,220477
1262844,617180
333695,311235
1343799,1348038
787875,216364
1402240,1232451
909633,616019
673241,304201
1321614,1288613
222343,1375976
1281638,1283233
1430341,602956
803245,701893
1289159,775765
640202,859226
135560,130619
159118,631672
315388,300069
182434,186060
118065,119128
603805,1316803
322429,1390262
1080887,825503
1470514,333047
1264375,120343
886789,524591
1441902,876323
1244179,644253
1424573,222844
954905,1486478
504660,494179
1456485,1437825
91305,95416
1306945,1446906
151062,173821
1237813,258205
96763,70849
867106,1445524
1447870,12427
1449566,1258700
687819,660819
665372,1243009
1274063,1296775
808016,228021
224028,834772
1477393,1069531
519444,532338
154788,157514
856439,370753
729571,751040
239551,277137
895180,1411849
463496,60526
488402,1304386
268245,871637
643547,643561
11244,264788
100844,110371
1470336,1381893
423587,439089
30207,808128
687445,918407
716986,722333
319476,759172
865042,1309002
20881,1486590
689974,665090
882304,229106
242233,958763
1384691,1278200
291247,1229038
318836,1443975
243125,814222
510070,589880
1499115,1379455
1435026,1444077
1375062,873565
1400710,231693
586592,197133
322446,775209
1370104,1389396
531251,1377396
875206,1445665
1250545,687515
3114,3699
666248,829608
177501,660395
1277335,1409853
599950,616817
845326,342763
482348,641540
1383183,606353
1326579,731616
38974,808129
506866,506879
416309,391351
1453636,1412847
319899,302434
54515,46582
1322451,1309969
1247017,333840
716887,1499854
91525,1360516
638083,639073
1241997,1429502
69098,68075
295255,1337696
552898,552239
765783,1273208
1393380,166506
858285,1393608
834949,162442
414680,417622
289995,288041
1485927,1471946
874631,1303306
277403,305592
626195,670400
592379,1352057
128018,1358938
808394,1450768
105907,722476
1405513,320052
725875,835732
1275716,886356
1497052,1306680
1313917,1359106
1374941,1243427
919269,1350933
875874,1367186
1263076,584648
1335396,646891
1268471,72716
862796,27637
683443,701685
307973,1265290
18182,366425
280669,1071615
1451879,443826
580833,22243
673970,688293
146337,155561
317261,830029
1462066,1290184
309228,332506
9708,849002
1415359,1438558
740012,478176
179735,219460
15048,15691
205631,59092
327820,332008
1493304,852987
1306132,284434
117508,104168
954904,1295697
662901,1427132
45130,868114
517022,1497215
108012,121506
1482904,970548
851313,1272102
318049,298913
293075,764297
375980,1336418
934463,628394
64233,57893
402609,1365812
201062,852934
205534,554799
168105,1389503
945726,332735
1069996,278493
683853,1280053
1305136,363676
879091,1440795
266531,268954
171546,797890
733438,1413549
1371288,722866
85811,295613
1422372,1247870
16540,787872
253839,561516
443194,794018
1330660,1478556
1283022,771236
613555,785963
923817,1284942
1321987,760840
1467009,871986
858645,1446349
493825,498993
1337713,285158
1235677,1379995
297354,808795
1370964,1347455
376353,969083
913756,261226
1242353,1435982
193942,180901
537008,1392973
1259881,1363473
1451555,879887
654772,609629
1245573,1457332
1467799,1313099
1232582,139877
1427727,804935
854771,1385138
885516,646503
1278941,548767
1394696,1295300
637983,625708
915934,1384796
1503153,822157
1417035,1242204
604739,1456820
646102,1219338
168820,144998
562534,254273
1418638,650110
108431,107206
1331984,1423821
1085522,1419714
256928,834867
230386,871731
1326960,128222
1433588,803373
1300104,911480
1436554,416120
339138,1396915
1424937,1475928
325439,1289637
1411375,35986
319474,1440795
820508,773996
267822,1473672
1292548,636638
1232065,1234307
774083,675963
615871,742119
586493,742884
635947,831384
1487080,1276873
37808,1489428
1324107,131653
772590,177300
527778,790659
1314305,914174
971515,511081
687106,229270
22863,1398725
275953,865748
107058,874525
879860,221684
483170,859851
1353618,44231
1379723,141045
781520,1408611
1381182,1419188
1492288,915872
633945,598734
368126,1347329
376175,728500
422940,433579
186161,183070
968152,83319
7466,1416426
1336445,543992
704238,535798
788359,1409076
1411107,1448912
912840,1421872
520206,519918
213193,226721
767497,670420
17113,867700
37910,36432
912277,336016
876654,1402718
838026,1268774
1319937,116527
1363359,560354
940950,105253
1336247,635364
52444,1374007
1442100,1233689
860091,175173
919357,495294
138083,142858
283070,284044
1338953,729449
1277948,1414229
1370425,1331762
239034,1460500
702069,803923
422939,1401769
1253750,1416459
228834,1451549
1471065,357768
26937,26947
614812,1332393
1348014,681671
1451507,747262
493931,865902
471521,1380028
1358332,603000
457382,467019
743138,272895
495834,499089
208025,208016
436010,936212
679195,679199
1385896,528541
286246,590036
439510,1320293
1446729,849981
1492086,500320
74228,61676
1264513,837761
762565,541698
789019,65276
1414629,1318116
1245675,1347795
781824,253838
719512,529445
1271504,869057
424234,1248829
1380986,650951
1412247,919269
825863,63370
888668,725603
1280821,336000
151201,147108
637201,594132
910733,1301717
497998,497980
1331071,643841
759195,1453200
1273244,169043
640251,752218
546418,576548
915545,884283
165391,901361
790305,834894
384454,389624
1295805,289163
901118,1500484
347208,340531
1122654,182381
834795,10130
401807,1450574
161681,1294360
293942,293930
1266782,1245021
679714,130536
366632,1306176
1499946,654032
1236703,553041
1405381,222451
1266680,865739
745349,1471467
1465213,1358832
595503,602317
657656,654133
1497523,1406592
1455900,475857
666203,676891
852901,896301
796142,768798
650201,662589
508500,761318
761580,565884
692775,1344302
1409105,1119814
1358053,496975
733736,970006
1463276,539412
768196,1389439
654586,863175
742052,1483956
1485040,1403190
641748,818672
811262,1228000
108809,393221
398497,1250562
362189,367410
1272072,1359894
1420276,1501192
659002,717586
424692,1428274
1402123,495694
136116,874475
863310,537028
570642,1473940
464484,852342
312416,298913
168764,1366759
1284075,349538
1363531,1269725
1396157,646501
638361,523883
886041,1432078
152185,2690
503638,595911
581409,1411658
52831,50523
683243,1298471
211397,205971
502404,507502
128366,1410761
1464459,1390012
1477681,28684
899481,799241
1274155,1261252
1235352,866758
945735,245084
564637,254273
323638,323640
316401,699444
534100,533891
312610,324186
48415,58769
670507,168820
1424296,1261557
1429863,1452703
884456,1225153
119810,139305
1258737,1393843
1328745,707496
37553,165196
343791,346589
339653,339394
739181,825258
855952,205126
1404075,1372174
1267322,998358
771452,780918
260606,1491671
407553,407604
96816,85346
210348,1453123
1366503,662556
1398387,1269184
1260816,679198
1422493,455687
1257339,477142
335503,1253692
1233501,789141
234620,1438853
712525,739457
1398987,665203
1475028,1467779
839005,212870
1341457,566575
1330465,98370
248625,232520
31927,658
602477,593253
1313109,354060
1475002,882851
786585,1251535
1351113,1338059
634432,602751
1330264,1335367
372923,1406272
1309793,1263538
383483,386647
1279041,589406
1352364,599042
1480648,1286211
207284,187359
1366056,1432504
1253342,541571
1231757,1091806
713916,17927
263558,812811
212730,168204
18172,1389503
868347,1315529
25399,431946
723736,1369841
1343908,396484
1271233,724876
328862,339365
495033,493770
1275716,376531
117230,1389396
40168,1309889
763401,721240
19427,910733
718809,739581
763863,1419032
366626,371314
1475149,545523
451485,471676
130249,554415
121676,1261042
193923,804632
1498031,519607
1362851,504232
547854,4908
528456,1473176
454552,464207
642961,350817
4890,1433900
366626,1451582
435498,412676
874843,410838
680634,214365
291910,1285457
678015,133204
1442579,1414668
1485874,444993
832637,11484
708256,288832
593454,824374
728355,717863
1447771,216073
1379226,346143
243282,227617
633684,1319283
510294,538665
95817,821690
31985,63003
437928,442141
1407233,380828
753463,790994
1241137,493613
1298412,1428157
53165,71244
126413,120709
81209,95062
596915,25169
613221,366550
269355,268102
6595,1361030
351059,362447
1326351,1246521
271881,275965
72213,71140
803620,850147
737506,716814
1438831,1446800
233153,1290961
1438025,883718
123335,99846
1327961,310116
1350681,1310145
1420097,642317
586521,197133
1477349,165258
227584,1237565
1454308,1256183
1390338,367748
967393,74434
132114,135139
911044,302785
363139,1421390
300669,1243317
878145,558692
1334258,1260356
844453,347008
85509,1406036
725254,726271
666751,642339
886359,248686
135771,144518
1493750,134732
265782,268907
384990,402547
595350,1335561
1323953,939372
617151,661766
594249,1297077
156296,1361423
1364596,123159
849542,298304
1292464,1378445
421811,793727
803863,1353932
317258,317237
918039,1419029
87591,1358816
306196,309086
284497,1354011
410775,416985
488711,1427152
63910,51390
1278541,912840
336016,334173
1313216,476496
135300,628453
853634,1365853
633796,1336576
118087,684906
1375826,189030
309356,616991
1369081,154459
630277,1306442
850836,1470473
50619,1313216
560124,80621
444357,1043363
1253726,824258
609802,666203
622289,632697
521682,1345414
320717,333629
878500,1390703
144728,775264
857914,89618
669231,682667
493261,1315187
262774,266914
586834,579926
602570,1419480
1264328,254882
24740,27291
75139,74045
694276,70800
372923,1234919
385760,1375270
563232,1288512
816652,353513
898169,839557
184170,178399
418617,843032
1246949,761187
65422,1389494
59442,1237036
823861,157352
876323,414889
431729,1254285
1458171,1288215
334254,1301451
1242272,139492
513913,1448080
1345258,243661
45095,1102814
378470,1381149
1313216,50619
1339568,462854
230265,245427
198883,1363972
1495208,832879
416988,415076
130246,154891
1479617,1291427
124254,74289
91429,1251856
357379,1247996
1457238,72551
1240883,248565
534100,835573
1450977,29115
1251084,759263
529445,719512
918481,865198
763667,805817
139793,145726
1237742,110034
780618,669886
614698,1283029
826672,25901
981420,792756
1236603,779420
1364017,1275582
314951,1231280
1471880,1374204
838434,520518
1248722,472506
485232,1348461
22312,1389503
235292,32759
1270985,75438
17571,552802
7466,1461899
154925,831920
482348,1365616
875950,36309
294393,280198
45756,763676
1359151,225554
597629,1395497
1270781,1244810
1451879,447871
588197,1410074
209105,182407
88345,645116
420814,433930
81238,82698
1453903,1415632
635934,1334502
1281322,1364213
805598,692033
840281,805864
650110,1412880
755400,874970
909070,622716
1474424,541302
1448885,600161
238170,1347880
1250700,1480816
202068,221212
40930,1412909
677999,678023
469448,43788
1391070,706393
936255,511037
15388,627042
1235358,1377643
908355,1495169
173730,616170
67745,74474
436504,1254282
475178,473231
327370,1493752
613816,678925
910690,180071
801723,709664
514479,868571
1241933,285300
1491997,722997
809037,1308219
292696,804091
